,equity
2023-02-06,158257.18422642694
2023-02-07,159984.49714571162
2023-02-08,158301.02362709434
2023-02-09,157839.98108289266
2023-02-10,157405.82800564027
2023-02-13,158477.31779372002
2023-02-14,158921.1666018564
2023-02-15,159788.9117698146
2023-02-16,158021.00684689503
2023-02-17,157415.9705992498
2023-02-21,155699.67913353533
2023-02-22,155775.79485713886
2023-02-23,156259.0345806198
2023-02-24,155337.09257677582
2023-02-27,155862.6960721936
2023-02-28,155758.24590952523
2023-03-01,155227.02871027027
2023-03-02,155841.20326159374
2023-03-03,157291.00050842314
2023-03-06,157301.15855465748
2023-03-07,156170.26409429978
2023-03-08,156620.41139243438
2023-03-09,155126.99180898545
2023-03-10,154413.14654211188
2023-03-13,154480.13375665725
2023-03-14,155225.175281996
2023-03-15,155481.4118476298
2023-03-16,156489.46576899162
2023-03-17,156108.16865093622
2023-03-20,156330.9229803348
2023-03-21,157058.0832441929
2023-03-22,156099.18879631275
2023-03-23,156892.75739736174
2023-03-24,157142.95423502597
2023-03-27,156809.0846243746
2023-03-28,156477.33274107508
2023-03-29,157861.7348649646
2023-03-30,158558.6492276572
2023-03-31,159878.83639719465
2023-04-03,159798.26268965396
2023-04-04,159479.3980114573
2023-04-05,158526.7865500697
2023-04-06,159163.85042017867
2023-04-10,159091.68278982025
2023-04-11,158554.68770940258
2023-04-12,157797.38919183717
2023-04-13,159469.54962445018
2023-04-14,159305.61661525248
2023-04-17,159393.72974982724
2023-04-18,159444.95263898146
2023-04-19,159402.07259160595
2023-04-20,158647.2077427018
2023-04-21,158709.56497001273
2023-04-24,158541.09576351062
2023-04-25,156906.5868141012
2023-04-26,157407.62236983507
2023-04-27,159472.69238221383
2023-04-28,160134.46496340702
2023-05-01,160041.45838774677
2023-05-02,159221.9917540526
2023-05-03,158790.23197222315
2023-05-04,158537.64627263017
2023-05-05,159727.01220580508
2023-05-08,159976.68152911073
2023-05-09,159523.5046955739
2023-05-10,160353.53505611888
2023-05-11,160619.55618992416
2023-05-12,160302.7900434642
2023-05-15,160822.97159727794
2023-05-16,160938.14698958362
2023-05-17,162119.55627269225
2023-05-18,163897.366377168
2023-05-19,163669.5992162614
2023-05-22,164034.36252995508
2023-05-23,162680.10022373666
2023-05-24,162131.26228988584
2023-05-25,164340.69734673906
2023-05-26,166766.9754873398
2023-05-30,167165.67743469964
2023-05-31,166459.56588989316
2023-06-01,167602.4096904561
2023-06-02,168363.68237685366
2023-06-05,168486.9482065159
2023-06-06,168469.31208363397
2023-06-07,165821.4350358774
2023-06-08,167559.7603675035
2023-06-09,168190.00171137947
2023-06-12,170849.52487535137
2023-06-13,172074.3082651227
2023-06-14,173168.5759471552
2023-06-15,175293.8482945321
2023-06-16,174165.1310396828
2023-06-20,173910.26329111593
2023-06-21,171585.94812303546
2023-06-22,173483.24943676637
2023-06-23,171783.67071129833
2023-06-26,169575.163031483
2023-06-27,172021.29512073353
2023-06-28,172329.512884408
2023-06-29,172016.86558844824
2023-06-30,174276.03430433144
2023-07-03,174657.81126615952
2023-07-05,174635.84446699035
2023-07-06,173314.2781342887
2023-07-07,172762.37247866477
2023-07-10,172836.49224368378
2023-07-11,173648.9146467623
2023-07-12,175755.1872602782
2023-07-13,178544.80334884275
2023-07-14,178516.20398448635
2023-07-17,180192.65757129897
2023-07-18,181690.16420418478
2023-07-19,181682.7563715379
2023-07-20,177324.37299678323
2023-07-21,176828.8468402757
2023-07-24,177089.80075737374
2023-07-25,178287.97017623903
2023-07-26,177699.56980324956
2023-07-27,177222.92263647472
2023-07-28,180332.79758204392
2023-07-31,180465.37163760635
2023-08-01,179987.36213809467
2023-08-02,175811.06740431115
2023-08-03,175341.7338178092
2023-08-04,174595.15105435357
2023-08-07,175926.6073004936
2023-08-08,174609.37522516184
2023-08-09,172847.9075927505
2023-08-10,173112.1156892078
2023-08-11,172096.38324591814
2023-08-14,173986.2785089867
2023-08-15,172246.6627225646
2023-08-16,170562.15188752793
2023-08-17,168928.5562078977
2023-08-18,168651.00124522438
2023-08-21,170795.86523584658
2023-08-22,170511.07971292955
2023-08-23,172847.1859044077
2023-08-24,169267.9473077449
2023-08-25,170473.16545102122
2023-08-28,171611.69055763737
2023-08-29,175273.09546392917
2023-08-30,176327.82961146493
2023-08-31,176916.1984051703
2023-09-01,176719.52172291366
2023-09-05,176940.49596223072
2023-09-06,175252.5658403764
2023-09-07,173913.15347292685
2023-09-08,174119.35190090322
2023-09-11,176233.55542674178
2023-09-12,174227.76403636739
2023-09-13,174827.26913850248
2023-09-14,176222.02951749982
2023-09-15,172933.99906561326
2023-09-18,173099.4925209324
2023-09-19,172739.02822636106
2023-09-20,170157.37022325734
2023-09-21,166909.00697441466
2023-09-22,167060.6527225279
2023-09-25,167718.45499665814
2023-09-26,165568.48868293408
2023-09-27,165915.88053926494
2023-09-28,166976.35656945576
2023-09-29,166990.78890830273
2023-10-02,168162.58946616063
2023-10-03,165588.15858489467
2023-10-04,167376.27044209818
2023-10-05,166944.3445051695
2023-10-06,169171.40123359795
2023-10-09,170103.21436356817
2023-10-10,170983.57559082622
2023-10-11,172157.8229948201
2023-10-12,171494.85416619072
2023-10-13,169365.35121163694
2023-10-16,171086.483629515
2023-10-17,170780.8671366716
2023-10-18,168402.56773400278
2023-10-19,167123.03652125655
2023-10-20,165086.44387503053
2023-10-23,165481.10574684344
2023-10-24,166767.7567149244
2023-10-25,163262.05459005092
2023-10-26,160723.69515371454
2023-10-27,161363.80692091078
2023-10-30,162646.327678693
2023-10-31,163320.67339385615
2023-11-01,165791.88886959595
2023-11-02,168500.97571845827
2023-11-03,170567.57561228986
2023-11-06,171299.1543396003
2023-11-07,173083.8944522204
2023-11-08,173223.33030312986
2023-11-09,171713.84047382476
2023-11-10,175934.54720320407
2023-11-13,175348.25281393176
2023-11-14,179555.389920659
2023-11-15,179832.7200179999
2023-11-16,179964.53234642
2023-11-17,180033.14886668793
2023-11-20,182414.81714190223
2023-11-21,181197.7439459153
2023-11-22,182003.22118891115
2023-11-24,181690.02486874678
2023-11-27,181515.05798026788
2023-11-28,182073.88520904112
2023-11-29,181958.44757014397
2023-11-30,181457.8679940616
2023-12-01,182009.8564301392
